iter	Logloss
1507	0.05876341066
1508	0.05863358824
1509	0.05857583426
1510	0.05857431905
1511	0.05856688706
1512	0.05853496632
1513	0.05845776004
1514	0.05845718384
1515	0.0584516672
1516	0.05841545692
1517	0.05837845169
1518	0.05836771718
1519	0.05836358771
1520	0.05827931224
1521	0.05822278003
1522	0.05821671919
1523	0.05821040227
1524	0.05805802779
1525	0.05788520866
1526	0.05783456656
1527	0.05770439201
1528	0.05758066778
1529	0.05750229842
1530	0.05747851392
1531	0.05747422438
1532	0.0574616012
1533	0.05743222537
1534	0.05742661803
1535	0.0572828813
1536	0.05714459186
1537	0.05710498836
1538	0.05696995342
1539	0.05696756856
1540	0.05687556233
1541	0.05684174224
1542	0.05684139012
1543	0.05683126383
1544	0.05679319155
1545	0.05676525623
1546	0.05676262062
1547	0.05676016641
1548	0.05674328571
1549	0.05667451979
1550	0.05664547473
1551	0.05660962725
1552	0.05657012513
1553	0.05652022995
1554	0.05646253466
1555	0.05645521471
1556	0.0563930218
1557	0.05634147804
1558	0.05617330058
1559	0.05611870506
1560	0.05610661006
1561	0.05610385708
1562	0.056093368
1563	0.0560632559
1564	0.0559633375
1565	0.05594196986
1566	0.05570594414
1567	0.05569833609
1568	0.05569444136
1569	0.05553111897
1570	0.05553112964
1571	0.05552826995
1572	0.05545380065
1573	0.05535801174
1574	0.05529564277
1575	0.05525649277
1576	0.05525007982
1577	0.05524613174
1578	0.05518328793
1579	0.05501297104
1580	0.05494506409
1581	0.05483115136
1582	0.0547575944
1583	0.05475539094
1584	0.0547492074
1585	0.05472934963
1586	0.05472334748
1587	0.05471991692
1588	0.054714539
1589	0.05469441447
1590	0.05466154939
1591	0.05460712993
1592	0.05455102454
1593	0.05448891166
1594	0.05444015823
1595	0.05442808992
1596	0.05439648395
1597	0.05434566578
1598	0.0542563165
1599	0.05402539127
1600	0.05401388849
1601	0.05400272183
1602	0.05388229477
1603	0.0538742759
1604	0.05379999334
1605	0.0537737653
1606	0.05368804932
1607	0.05358490844
1608	0.05357791927
1609	0.05357590789
1610	0.05354991993
1611	0.05352490298
1612	0.05352114164
1613	0.05345069512
1614	0.05341262817
1615	0.05330089222
1616	0.05318930032
1617	0.05318344223
1618	0.05313286415
1619	0.05304569698
1620	0.05300430084
1621	0.05289463497
1622	0.05288120617
1623	0.05282092861
1624	0.05279444448
1625	0.05279352682
1626	0.05276731478
1627	0.0527672881
1628	0.05273463109
1629	0.05273006946
1630	0.0526770265
1631	0.05267408678
1632	0.05260620117
1633	0.05255391581
1634	0.05251615831
1635	0.05248720396
1636	0.05237186672
1637	0.05229467645
1638	0.05229087776
1639	0.05224242844
1640	0.05221918279
1641	0.05219238921
1642	0.05216046313
1643	0.05215520792
1644	0.05214530038
1645	0.05199306995
1646	0.05196659648
1647	0.05195082551
1648	0.05194583706
1649	0.05194353224
1650	0.05194127009
1651	0.05193790889
1652	0.05193604156
1653	0.05190461699
1654	0.05181853288
1655	0.05181484089
1656	0.05181096217
1657	0.05173962466
1658	0.05173601271
1659	0.05171463973
1660	0.05170728777
1661	0.05162605339
1662	0.05161307275
1663	0.05159486357
1664	0.05156444203
1665	0.05152210156
1666	0.0515218508
1667	0.05152155203
1668	0.05152116255
1669	0.05148898572
1670	0.05145390651
1671	0.05142319686
1672	0.05139789715
1673	0.05133012892
1674	0.05122966099
1675	0.05120615392
1676	0.0512056364
1677	0.05118116899
1678	0.05116874855
1679	0.05116762815
1680	0.05115151572
1681	0.05115104622
1682	0.05113031347
1683	0.05106319081
1684	0.050970491
1685	0.05094859517
1686	0.05089745155
1687	0.05088085361
1688	0.05086047299
1689	0.05081726288
1690	0.05074740323
1691	0.05068555178
1692	0.05067894142
1693	0.05067431043
1694	0.05062711489
1695	0.05062630393
1696	0.05058227752
1697	0.05058091704
1698	0.05052351518
1699	0.05050814969
1700	0.05046295486
1701	0.05046076741
1702	0.05035745581
1703	0.05031135399
1704	0.05030927325
1705	0.05024877161
1706	0.05022436822
1707	0.05015578904
1708	0.0501363901
1709	0.05013328499
1710	0.05002221061
1711	0.04997774137
1712	0.04991866959
1713	0.04986033406
1714	0.04982391037
1715	0.04981917801
1716	0.04981589151
1717	0.04976531342
1718	0.04973416095
1719	0.04972010259
1720	0.04971920093
1721	0.04970961351
1722	0.04970934674
1723	0.04970507855
1724	0.04969422134
1725	0.0496737927
1726	0.04964552126
1727	0.04964373395
1728	0.04963140955
1729	0.049623348
1730	0.04960231114
1731	0.04959808563
1732	0.04958226131
1733	0.04958073543
1734	0.04956048819
1735	0.04946950632
1736	0.04939640285
1737	0.04934329053
1738	0.04929700731
1739	0.04926660178
1740	0.04926636169
1741	0.04926363538
1742	0.04923249892
1743	0.04922634205
1744	0.04916295405
1745	0.04909201669
1746	0.04900603394
1747	0.04889468747
1748	0.04888121065
1749	0.04885753285
1750	0.04875668612
1751	0.04875624863
1752	0.04875593919
1753	0.04875562975
1754	0.04872936969
1755	0.04867171708
1756	0.04867138629
1757	0.0486153876
1758	0.04848227334
1759	0.04846557404
1760	0.04846371204
1761	0.04846024947
1762	0.04844916817
1763	0.04844691137
1764	0.04836399105
1765	0.0483612274
1766	0.04835223751
1767	0.04821212875
1768	0.04820784989
1769	0.04818748527
1770	0.04813959082
1771	0.04813662442
1772	0.048082301
1773	0.04807867837
1774	0.04804534379
1775	0.04804124099
1776	0.0480214259
1777	0.04799294638
1778	0.04799161257
1779	0.04798688022
1780	0.04797478522
1781	0.04797165344
1782	0.04795386574
1783	0.04793738519
1784	0.04793360784
1785	0.04789389764
1786	0.04779749517
1787	0.04778225239
1788	0.0477579717
1789	0.04774748796
1790	0.04769796091
1791	0.04765536435
1792	0.04764157275
1793	0.04756113866
1794	0.04751337225
1795	0.04751223051
1796	0.04742636514
1797	0.04736496719
1798	0.04734404237
1799	0.04732793528
1800	0.04726609984
1801	0.04716077685
1802	0.0471588775
1803	0.0471459342
1804	0.04711852174
1805	0.04709603903
1806	0.0470955642
1807	0.04708267425
1808	0.04708249286
1809	0.04705020931
1810	0.04701771236
1811	0.04697863172
1812	0.04695736545
1813	0.04695431903
1814	0.04688909571
1815	0.04685959182
1816	0.04670960753
1817	0.04670699326
1818	0.04669336706
1819	0.04665560422
1820	0.04659301118
1821	0.0464999539
1822	0.0464466175
1823	0.04639543653
1824	0.04629514467
1825	0.0462670493
1826	0.04623896992
1827	0.04615818904
1828	0.04610265985
1829	0.04607713072
1830	0.04603766595
1831	0.04599747024
1832	0.04597299749
1833	0.04596604034
1834	0.04592487895
1835	0.04592142172
1836	0.04587698983
1837	0.04587547462
1838	0.04583687415
1839	0.045831779
1840	0.04576184466
1841	0.04574213095
1842	0.04568290444
1843	0.04561540297
1844	0.04546449034
1845	0.04540589873
1846	0.04535373074
1847	0.04527075707
1848	0.04512328035
1849	0.04512124762
1850	0.04506205312
1851	0.04505907606
1852	0.04504460688
1853	0.04504284092
1854	0.04504001324
1855	0.04503907957
1856	0.04500612912
1857	0.04497464587
1858	0.04489518812
1859	0.0448932461
1860	0.04488632095
1861	0.04487952386
1862	0.04483701266
1863	0.04483317128
1864	0.04483048232
1865	0.0448283749
1866	0.04480498521
1867	0.04476625669
1868	0.04476379715
1869	0.04476185512
1870	0.04472638377
1871	0.04471410738
1872	0.04470855606
1873	0.04468191187
1874	0.04462333359
1875	0.04460243812
1876	0.04459843402
1877	0.04459667072
1878	0.04459498746
1879	0.04458594422
1880	0.04457100021
1881	0.04452682709
1882	0.0445232418
1883	0.04443786728
1884	0.04443120356
1885	0.04437991056
1886	0.04437624525
1887	0.04437339623
1888	0.04428662654
1889	0.04426735031
1890	0.04418648673
1891	0.04415461133
1892	0.04411115313
1893	0.04402361783
1894	0.04402083817
1895	0.04401800516
